"customer_id","age","salary","spending_score","time_as_customer","loyalty_member","state","gender"
27367,50,30759.99,0.45,3.99,"No","Delaware","Female"
27368,59,43411.8,0.45,10.81,"No","Alabama","Other"
27369,88,33666.92,0.59,0.22,"No","Virginia","Male"
27370,64,46052.64,0.44,6.94,"No","Nebraska","Male"
27371,87,57224.73,0.11,6.96,"No","West Virginia","Male"
27372,70,69097.78,0.24,13.5,"No","Ohio","Female"
27373,37,36717.9,0,4.77,"No","Missouri","Male"
27374,74,69415.37,0.14,14.62,"No","Michigan","Male"
27375,52,65537.67,0.13,0.65,"No","Arizona","Female"
27376,88,69869.32,0.37,10.11,"No","Connecticut","Male"
27377,72,32619.92,0.3,12.69,"No","Florida","Other"
27378,89,50582.09,0.78,15.49,"No","Rhode Island","Female"
27379,36,61681.74,0.15,12.76,"No","Mississippi","Male"
27380,18,56109.81,0.49,0.14,"No","Indiana","Male"
27381,87,11375.66,0.2,9.67,"No","West Virginia","Female"
27382,54,44646.36,0.04,17.12,"No","Indiana","Other"
27383,64,73477.38,0.8,5.78,"No","Indiana","Female"
27384,67,59452.42,0.92,19.45,"No","Massachusetts","Female"
27385,19,64021.19,0.36,7.79,"No","Ohio","Male"
27386,30,56963.42,0.19,19.41,"No","Idaho","Male"
27387,31,55387.35,0.89,0.65,"No","Washington","Female"
27388,63,50787.56,0.9,11.06,"No","Missouri","Female"
27389,45,44892.09,0.25,1.79,"No","Nebraska","Other"
27390,47,40378.13,0.93,17.05,"No","Texas","Other"
27391,27,45134.3,0.51,19.79,"No","Montana","Female"
27392,64,58417.51,0.89,4.93,"No","Virginia","Other"
27393,87,35911.15,0.92,0.65,"No","Iowa","Other"
27394,42,57051.45,0.3,8.48,"No","Indiana","Female"
27395,85,42599.3,0.93,0.8,"No","Mississippi","Female"
27396,53,44890.1,0.73,9.16,"No","Pennsylvania","Female"
27397,42,55569.48,0.86,12.97,"No","Missouri","Female"
27398,27,32823.11,0.02,4.69,"No","Ohio","Male"
27399,78,78353.59,0.67,0.41,"No","Kansas","Male"
27400,22,38739.65,0.77,14.13,"No","Montana","Male"
27401,48,49705.61,0.08,3.97,"No","Maryland","Female"
27402,59,59578.81,0.21,5.71,"No","Iowa","Other"
27403,74,29426.66,0.89,8.34,"No","Kansas","Female"
27404,67,48669.06,0.39,9.4,"No","New York","Other"
27405,20,42159.15,0.86,5.88,"No","Massachusetts","Male"
27406,54,32075.07,0.25,5,"No","Maryland","Female"
27407,24,75753.56,0.89,19.51,"No","Alabama","Female"
27408,23,40683.36,0.22,7.75,"No","Maryland","Male"
27409,35,78264.48,0.3,19.46,"No","Mississippi","Male"
27410,69,47785.45,0.62,4.33,"No","Mississippi","Other"
27411,35,29213.68,0.9,6.58,"No","Wisconsin","Other"
27412,18,62395.74,0.63,4.57,"No","Arkansas","Other"
27413,35,62719.41,0.4,14,"No","Minnesota","Female"
27414,23,16872.03,0.6,11.31,"No","Kentucky","Male"
27415,38,52795.51,0.98,5.72,"No","Wyoming","Other"
27416,26,56134.67,0.53,12.74,"No","Wisconsin","Male"
27417,53,66531.2,0.95,18.93,"No","Utah","Other"
27418,88,60105.23,0.33,9.96,"No","South Carolina","Male"
27419,75,72193.49,0,8.45,"No","Kansas","Other"
27420,48,45397.26,0.05,15.77,"No","Ohio","Male"
27421,89,67779.35,0.21,3.51,"No","Washington","Male"
27422,52,27197.19,0.05,13.7,"No","Alabama","Other"
27423,27,21795.48,0.47,7.35,"No","Delaware","Other"
27424,34,52352.29,0.56,0.36,"No","South Dakota","Male"
27425,18,43829.42,0.53,1.61,"No","Oklahoma","Other"
27426,72,57562.94,0.25,6.37,"No","Rhode Island","Other"
27427,59,26625.2,0.71,9.35,"No","Nebraska","Other"
27428,33,65133.74,0.58,9.15,"No","Louisiana","Other"
27429,62,52680.27,0.16,9.52,"No","Nebraska","Male"
27430,84,43952.11,0.05,2,"No","New Mexico","Male"
27431,29,44986.49,0.84,9.86,"No","Alaska","Other"
27432,71,42485.08,0.3,5.43,"No","Idaho","Other"
27433,69,64027.37,0.59,2.62,"No","Alabama","Other"
27434,29,63282.89,0.7,11.76,"No","Washington","Male"
27435,19,68933.09,0.36,4.13,"No","Iowa","Other"
27436,81,76357.49,0.72,8.65,"No","Kansas","Female"
27437,74,80852.32,0.2,6.22,"No","Alabama","Female"
27438,59,60124.65,0.7,12.55,"No","Texas","Other"
27439,74,48271.57,0.7,11.85,"No","Hawaii","Other"
27440,86,64374.35,0.97,11.56,"No","Washington","Female"
27441,49,92255.56,0.52,14.32,"No","Oklahoma","Female"
27442,88,58806.13,0.67,11.26,"No","Utah","Male"
27443,70,49696.88,0.99,19.87,"No","Missouri","Other"
27444,45,67830.69,0.94,2.41,"No","Virginia","Male"
27445,65,47893.52,0.46,11.64,"No","Montana","Male"
27446,87,63762.14,0.01,15.02,"No","Massachusetts","Other"
27447,44,44398.26,0.24,13.68,"No","New York","Male"
27448,30,39856.11,0.04,8.93,"No","Illinois","Male"
27449,68,26221.21,0.58,17.37,"No","Indiana","Other"
27450,27,57583.36,0.37,4.28,"No","Utah","Female"
27451,70,61096.78,0.92,10.12,"No","Nevada","Male"
27452,77,48167.93,0.48,19.39,"No","Pennsylvania","Male"
27453,61,47115.55,0.56,17.94,"No","Oklahoma","Female"
27454,36,41779.47,0.84,17.76,"No","South Dakota","Male"
27455,31,45432.71,0.24,4.23,"No","North Dakota","Female"
27456,24,42963.57,0.75,4.38,"No","Louisiana","Female"
27457,84,48097.37,0.81,2.85,"No","Ohio","Female"
27458,58,42840.02,0.76,14.63,"No","Ohio","Other"
27459,18,38665.52,0.23,7.07,"No","Vermont","Male"
27460,37,49157.79,0,17.02,"No","Indiana","Male"
27461,25,56282.49,0.26,11.3,"No","Iowa","Male"
27462,56,57379.67,0.23,11.43,"No","South Dakota","Female"
27463,47,43961.94,0.74,14.41,"No","Florida","Male"
27464,72,51047.89,0.39,5.89,"No","Florida","Male"
27465,21,6939.09,0.44,15.01,"No","Minnesota","Other"
27466,59,54871.65,0.69,4.52,"No","South Carolina","Male"
27467,80,58515.95,0.93,14.59,"No","South Dakota","Other"
27468,86,32258.81,0.99,16.07,"No","Oklahoma","Female"
27469,57,33967.87,0.2,6.09,"No","North Dakota","Male"
27470,62,31177.52,0.88,14.66,"No","Georgia","Male"
27471,87,59522.16,0.01,3.58,"No","Vermont","Other"
27472,79,66108.9,0.29,10.48,"No","Iowa","Female"
27473,60,69532.05,0.41,9.23,"No","Florida","Female"
27474,45,77002.66,0.31,17.86,"No","Alabama","Male"
27475,61,33833.81,0.22,19.62,"No","Georgia","Male"
27476,45,80443.74,1,19.04,"No","Oregon","Other"
27477,72,54253.24,0.14,9.42,"No","Colorado","Other"
27478,85,48897.34,0.21,12.94,"No","Wisconsin","Female"
27479,53,29401.76,0.14,11.64,"No","New York","Female"
27480,78,37015.66,0.6,16.44,"No","Massachusetts","Other"
27481,77,42110.49,0.39,2.88,"No","Wisconsin","Other"
27482,55,30943.95,0.18,2.79,"No","Mississippi","Female"
27483,88,80765.11,0.55,15.09,"No","Iowa","Female"
27484,47,49571.39,0.95,9.88,"No","Wisconsin","Female"
27485,77,53753.32,0.07,13.77,"No","Vermont","Male"
27486,36,59212.42,0.53,2.91,"No","South Carolina","Male"
27487,67,53575.94,0.35,0.78,"No","Alaska","Female"
27488,40,23127.18,0.32,10.59,"No","Delaware","Male"
27489,48,93161.84,0.45,8.27,"No","Pennsylvania","Female"
27490,82,20326.94,0.22,19.21,"No","Washington","Female"
27491,42,66286.71,0.21,7.93,"No","North Dakota","Male"
27492,25,48981.66,0.98,15.93,"No","Arkansas","Female"
27493,43,51261.83,0.7,7.94,"No","Texas","Other"
27494,79,53845.69,0.27,5.89,"No","New Mexico","Other"
27495,48,27468.65,0.93,13.32,"No","Iowa","Male"
27496,18,59539.79,0.11,0.39,"No","Pennsylvania","Female"
27497,81,48051.28,0.11,5.72,"No","Georgia","Other"
27498,80,56539.09,0.68,1.63,"No","Iowa","Male"
27499,54,41970.51,0.1,18.56,"No","Oklahoma","Other"
27500,70,23103.66,0.33,12.26,"No","South Dakota","Female"
27501,86,33033.24,0.63,9.5,"No","Maine","Male"
27502,69,28056.5,0.39,5.01,"No","Washington","Male"
27503,54,65126.55,0.48,16.91,"No","Kansas","Male"
27504,47,61553.97,0.62,9.64,"No","Indiana","Female"
27505,63,23741.17,0.42,4.74,"No","South Carolina","Male"
27506,65,59174.19,0,19.27,"No","New Mexico","Female"
27507,44,48479.8,0.54,0.33,"No","Pennsylvania","Other"
27508,76,39365.82,0.94,16.06,"No","North Carolina","Other"
27509,55,32080.33,0.61,6.05,"No","Virginia","Male"
27510,28,60622.27,0.46,17.65,"No","California","Female"
27511,66,63067.75,0.03,14.76,"No","Georgia","Male"
27512,41,57090.09,0.79,0.47,"No","Illinois","Male"
27513,44,43481.26,0.91,9.15,"No","Louisiana","Other"
27514,51,34327.46,0.95,19.6,"No","Pennsylvania","Female"
27515,18,60099.13,0.39,4.87,"No","Missouri","Male"
27516,75,58624.63,0.42,7.01,"No","Tennessee","Male"
27517,26,14435.91,0.59,12.47,"No","Louisiana","Female"
27518,65,45334.2,0.08,19.76,"No","Iowa","Other"
27519,27,58848.16,0.82,9.29,"No","Washington","Other"
27520,37,52543.96,0.81,1.99,"No","Virginia","Other"
27521,64,43004.23,0.12,7.7,"No","Arkansas","Male"
27522,61,40348.57,0.34,19.31,"No","Wyoming","Female"
27523,54,43892.34,0.71,10.72,"No","Indiana","Other"
27524,77,59058.44,0.3,14.03,"No","Rhode Island","Female"
27525,51,39283.13,0.57,10.77,"No","New Mexico","Female"
27526,81,52378.03,0.54,12.1,"No","Idaho","Male"
27527,40,47589.86,0.65,12.89,"No","Alabama","Other"
27528,28,65727.16,0.94,10.41,"No","Massachusetts","Other"
27529,64,49282.29,1,12.89,"No","Connecticut","Other"
27530,78,92034.87,0.22,19.6,"No","Hawaii","Female"
27531,74,47239.6,0.57,19.37,"No","Pennsylvania","Female"
27532,83,67123.03,0.78,16.21,"No","Hawaii","Other"
27533,86,61750.93,0.27,19.31,"No","Vermont","Male"
27534,55,32753.34,0.03,3.7,"No","Connecticut","Female"
27535,18,57273.24,0.12,7.82,"No","Kentucky","Male"
27536,74,40528.61,0.58,10.97,"No","Alabama","Male"
27537,88,59762.64,0.27,4.31,"No","Wisconsin","Female"
27538,26,48756.72,0.6,4.66,"No","Wisconsin","Male"
27539,63,36509.63,0.5,16.03,"No","Arizona","Female"
27540,75,64478.8,0.35,8.89,"No","Mississippi","Male"
27541,63,45240.45,0.14,4.73,"No","Rhode Island","Female"
27542,71,70457.52,0.96,0.71,"No","North Carolina","Female"
27543,30,61278.48,0.27,1.54,"No","Idaho","Male"
27544,33,67170.56,0.59,5.77,"No","Arkansas","Other"
27545,41,42202.55,0.46,14.4,"No","Florida","Female"
27546,71,24701.49,0.34,10.13,"No","Indiana","Other"
27547,86,46058.33,0.92,12.07,"No","North Carolina","Male"
27548,63,37621.55,0.07,15.88,"No","Delaware","Female"
27549,32,52344.35,0.21,16.92,"No","Kentucky","Female"
27550,35,59588.3,0.14,16.25,"No","Maine","Other"
27551,47,54129.85,0.64,14.82,"No","Florida","Male"
27552,36,19281.26,0.98,16.19,"No","Idaho","Other"
27553,76,56938.71,0.3,8.47,"No","Louisiana","Other"
27554,24,42685.37,0.9,12.03,"No","Illinois","Other"
27555,32,28792.24,0.26,11.8,"No","Iowa","Other"
27556,44,73344.85,0.33,4.76,"No","New Mexico","Male"
27557,30,37895.62,0.56,9.75,"No","North Carolina","Female"
27558,28,53321.3,0.24,11.34,"No","South Dakota","Female"
27559,38,59824.76,0.32,13.8,"No","Montana","Other"
27560,57,47368.22,0.74,8.25,"No","Washington","Other"
27561,46,74341.16,0.04,16.23,"No","Florida","Other"
27562,39,71388.15,0.49,14.82,"No","Arkansas","Female"
27563,67,64364.1,0.49,15.51,"No","Connecticut","Female"
27564,73,53677.53,0.05,3.61,"No","Tennessee","Other"
27565,20,46082.31,0.88,8.16,"No","North Dakota","Other"
27566,80,52180.09,0.04,10.15,"No","Arkansas","Female"
27567,42,71504.27,0.05,13.09,"No","Louisiana","Female"
27568,44,7143.32,0.23,19.87,"No","Wisconsin","Male"
27569,51,44443,0.56,0.92,"No","Rhode Island","Other"
27570,22,55127.29,0.67,17,"No","Utah","Female"
27571,54,72383.44,0.56,7.97,"No","Maryland","Male"
27572,30,24568.89,0.29,3.5,"No","New York","Male"
27573,82,18954.3,0.94,0.63,"No","Iowa","Male"
27574,79,43773.54,0.45,19.77,"No","Virginia","Other"
27575,62,40346.39,0.93,0.49,"No","Alabama","Other"
27576,86,65095.39,0.29,4.61,"No","Florida","Female"
27577,21,60763.54,0.29,19.46,"No","Delaware","Female"
27578,78,44420.23,0.88,18.93,"No","South Dakota","Male"
27579,88,41952.66,0.95,6.99,"No","Oklahoma","Female"
27580,66,55452.79,0.63,8.86,"No","Arizona","Male"
27581,57,42408.85,0.86,2.97,"No","Kentucky","Other"
27582,24,65506.2,0.21,17.21,"No","Arizona","Female"
27583,27,50008.5,0.47,0.04,"No","Wisconsin","Female"
27584,51,57989.57,0.12,12.54,"No","Alaska","Other"
27585,70,26181.51,0.19,19.44,"No","Arizona","Male"
27586,28,60678.5,0.86,10.73,"No","Washington","Other"
27587,58,55737.34,0.2,11.69,"No","Indiana","Male"
27588,24,41840.24,0.87,4.32,"No","Arizona","Other"
27589,60,47832.83,0.29,12.13,"No","North Dakota","Male"
27590,78,65317.26,0.84,7.65,"No","Delaware","Female"
27591,33,50734.14,0.08,17.32,"No","Idaho","Male"
27592,78,43341.76,0.56,16.48,"No","Iowa","Male"
27593,71,65522.19,0.72,7.08,"No","Indiana","Female"
27594,70,59045.97,0.51,10.18,"No","Connecticut","Female"
27595,32,64929.94,0.23,6.36,"No","Illinois","Other"
27596,78,64564.55,0.84,15.06,"No","Alaska","Female"
27597,58,32228.91,0.94,8.77,"No","Texas","Female"
27598,54,51037.69,0.29,9.89,"No","Pennsylvania","Female"
27599,21,37325.02,0.16,17.03,"No","Virginia","Other"
27600,72,30765.59,0.57,7.05,"No","Utah","Male"
27601,45,39695.63,0.38,15.15,"No","Wyoming","Other"
27602,54,61498.72,0.98,1.38,"No","Oklahoma","Other"
27603,85,65976.81,0.91,7.27,"No","Delaware","Other"
27604,58,61289.17,0.65,6.07,"No","Arkansas","Male"
27605,53,47368.71,0.55,8.52,"No","New Jersey","Other"
27606,49,59970,0.84,18.67,"No","Massachusetts","Female"
27607,63,81455.32,0.5,11.45,"No","Hawaii","Male"
27608,90,49560.66,0.31,15.53,"No","Maine","Other"
27609,86,72159.06,0.09,11.64,"No","Illinois","Male"
27610,27,21564.48,0.65,16.48,"No","Washington","Female"
27611,73,42968.44,0.42,17.51,"No","Montana","Other"
27612,25,57959.46,0.14,10.46,"No","Alaska","Other"
27613,69,56360.3,0.5,5.35,"No","Utah","Other"
27614,88,43092.72,0.26,5.61,"No","Colorado","Male"
27615,74,43009.64,0.09,5.01,"No","New Hampshire","Female"
27616,50,65573.55,0.77,4.11,"No","Maine","Other"
27617,55,50401.6,0.25,17.21,"No","Montana","Male"
27618,87,76320.42,0.75,19.2,"No","Wyoming","Other"
27619,81,47009.72,0.91,15.01,"No","North Carolina","Other"
27620,36,34155.38,0.47,15.9,"No","Washington","Other"
27621,40,62429.29,0.23,5.33,"No","Tennessee","Other"
27622,90,43189.45,0.89,17.84,"No","Texas","Other"
27623,47,52246.13,0.73,16.36,"No","Massachusetts","Female"
27624,20,64566.78,0.09,1.64,"No","New Hampshire","Other"
27625,56,56030.76,0.32,10.98,"No","Alabama","Female"
27626,77,33412.6,0.61,12.22,"No","North Carolina","Male"
27627,84,71378.81,0.96,11.09,"No","New Jersey","Female"
27628,26,51568.5,0.21,11.43,"No","Virginia","Male"
27629,36,38215.97,0.64,3.04,"No","Texas","Other"
27630,79,39842.83,0.27,8.17,"No","Alabama","Other"
27631,75,69445.31,0.58,12.62,"No","Arkansas","Other"
27632,30,72425.19,0.27,2.03,"No","Illinois","Female"
27633,83,27317.89,0.31,9.02,"No","Kentucky","Other"
27634,30,29051.73,0.96,7.2,"No","Utah","Female"
27635,73,35496.55,0.85,14.68,"No","Connecticut","Other"
27636,47,51829.87,0.93,12.72,"No","California","Other"
27637,64,34033.49,0.05,7.62,"No","Arkansas","Female"
27638,36,64661.46,0.97,3.17,"No","South Dakota","Male"
27639,38,32454.73,0.22,3.37,"No","South Dakota","Male"
27640,73,38247.38,0.58,3.76,"No","Arkansas","Male"
27641,24,66135.41,0.42,17.32,"No","Georgia","Female"
27642,45,25868.11,0.71,18.3,"No","Arkansas","Other"
27643,85,54491.88,0.96,16.85,"No","Georgia","Other"
27644,35,7455.03,0.51,0.81,"No","New Mexico","Female"
27645,50,28540.25,0.77,3.11,"No","South Dakota","Female"
27646,67,50298.58,0.06,6.09,"No","Vermont","Male"
27647,44,41943.09,0.4,7.6,"No","Connecticut","Male"
27648,53,96518.07,0.39,8.46,"No","South Carolina","Other"
27649,34,9711.81,0.84,1.9,"No","Kansas","Male"
27650,80,64984.04,0.7,18.22,"No","Maine","Other"
27651,50,38429.48,0.84,11.94,"No","Connecticut","Female"
27652,46,69198.09,0.89,9.73,"No","Florida","Female"
27653,18,75653.63,0.25,11.74,"No","Minnesota","Female"
27654,24,66582.32,0.13,0.41,"No","Wyoming","Other"
27655,86,58568.1,0.77,6.32,"No","Georgia","Female"
27656,79,85463.65,0.9,10.51,"No","Kansas","Female"
27657,84,67831.25,0.05,18.01,"No","South Dakota","Male"
27658,28,38254.81,0.26,10.35,"No","Arizona","Male"
27659,47,58636.31,0.5,11.16,"No","Kansas","Male"
27660,84,48784.46,0.54,6.72,"No","Pennsylvania","Other"
27661,55,41747.28,0.73,2.14,"No","California","Male"
27662,64,56587.18,0.47,6.74,"No","Maryland","Other"
27663,24,79289.45,0.29,8.74,"No","Colorado","Female"
27664,50,60450.14,0.66,0.54,"No","Washington","Other"
27665,19,48075.14,0.48,0.94,"No","Louisiana","Male"
27666,49,50923.47,0.48,11.79,"No","Delaware","Other"
27667,20,47780.1,0.87,16.69,"No","Tennessee","Male"
27668,53,38966.33,0.02,6.7,"No","Connecticut","Male"
27669,65,48765.61,0.62,13.73,"No","Maine","Other"
27670,81,54985.18,0.58,7.35,"No","South Dakota","Female"
27671,34,32987.76,0.23,18.75,"No","Florida","Male"
27672,71,43765.36,0.42,16.1,"No","Connecticut","Male"
27673,83,46059.36,0.66,8.96,"No","Maryland","Other"
27674,34,43929.45,0.2,15.21,"No","Montana","Other"
27675,26,64788.92,0.09,19,"No","Wyoming","Other"
27676,22,41024.51,0.02,15.44,"No","Tennessee","Other"
27677,22,27442.54,0.88,9.99,"No","Missouri","Male"
27678,76,27292.71,0.36,10.64,"No","Wyoming","Male"
27679,82,76092.85,0.6,0.33,"No","Georgia","Other"
27680,42,65576.06,0.87,2.43,"No","Washington","Female"
27681,74,48274.17,0.96,13.41,"No","Ohio","Female"
27682,85,33125.84,0.58,19.39,"No","Wyoming","Other"
27683,83,65953.2,0.33,2.15,"No","Tennessee","Female"
27684,81,48121.46,0.32,15.59,"No","Alabama","Other"
27685,77,44680.52,0.12,8.72,"No","Alabama","Other"
27686,27,58303.42,0.73,4.34,"No","Nebraska","Other"
27687,50,59882.79,0.97,6.22,"No","Maine","Other"
27688,80,53624.15,0.45,1.28,"No","Michigan","Other"
27689,30,75676.62,0.67,6.52,"No","Texas","Male"
27690,50,43701.72,0.82,2.75,"No","North Dakota","Male"
27691,50,54485.64,0.83,14.81,"No","Nebraska","Male"
27692,74,81989.27,0.56,13.36,"No","Arkansas","Female"
27693,50,53985.33,0.42,12.69,"No","South Dakota","Other"
27694,76,43324.07,0.37,17.61,"No","Alaska","Other"
27695,38,45013.75,0.13,5.32,"No","Vermont","Female"
27696,72,56102.23,0.72,8.54,"No","Massachusetts","Female"
27697,37,58643.42,0.66,7.75,"No","South Carolina","Other"
27698,59,43583.77,0.36,0.73,"No","Montana","Male"
27699,43,70658.88,0.88,7.89,"No","Nebraska","Female"
27700,32,26710.73,0.06,11.07,"No","Illinois","Other"
27701,78,52767.86,0.65,11.97,"No","Arkansas","Male"
27702,41,63347.19,0.17,5.13,"No","South Carolina","Male"
27703,46,47634.52,0.61,13.59,"No","Texas","Male"
27704,72,54601.42,0.79,18.88,"No","North Dakota","Male"
27705,74,22865.76,0.6,16.47,"No","Texas","Other"
27706,62,57139.36,0.39,16.28,"No","Tennessee","Male"
27707,71,61391.87,0.61,2.88,"No","Utah","Female"
27708,18,67194.56,0.43,7.96,"No","Illinois","Female"
27709,22,54727.96,0.41,13.79,"No","Mississippi","Male"
27710,48,33358.97,0.05,17.81,"No","Alabama","Other"
27711,20,53022.72,0.52,10.58,"No","Vermont","Female"
27712,34,54770.42,0.79,4.93,"No","Arkansas","Female"
27713,40,33889.8,0.84,10.46,"No","California","Female"
27714,58,16726.66,0.14,3.48,"No","Colorado","Male"
27715,43,60709.62,0.04,14.67,"No","Idaho","Male"
27716,56,53593.95,0.06,11.3,"No","South Carolina","Other"
27717,72,41083.88,0.29,19.07,"No","Kansas","Male"
27718,54,72218.2,0.88,13.25,"No","Georgia","Female"
27719,34,30380.58,0.59,3.45,"No","Oklahoma","Other"
27720,31,49420.95,0.26,3.81,"No","California","Female"
27721,61,53806.12,0.42,18.46,"No","Kentucky","Male"
27722,88,58674.77,0.9,13.2,"No","Wisconsin","Female"
27723,48,42547.44,0.86,13.6,"No","Kansas","Female"
27724,49,46790.76,0.86,3.78,"No","Ohio","Male"
27725,27,48494.94,0.75,18.4,"No","Vermont","Female"
27726,47,77329.02,0.73,0.4,"No","Arizona","Male"
27727,74,59238.89,0.8,16.45,"No","Alabama","Other"
27728,67,23371.96,0.2,2.37,"No","California","Female"
27729,28,49014.37,0.57,17.38,"No","North Dakota","Male"
27730,22,50822.64,0.19,13.76,"No","New Mexico","Other"
27731,76,75601.08,0.05,4.87,"No","Georgia","Other"
27732,80,42754.74,0.28,7.79,"No","New Mexico","Male"
27733,30,39522.09,0.04,17.23,"No","Washington","Male"
27734,62,63129.16,0.06,3.26,"No","Utah","Male"
27735,37,57957.32,0.65,5.44,"No","Delaware","Other"
27736,19,50310.72,0.07,15.32,"No","Maryland","Female"
27737,44,44555.6,0.51,3.89,"No","Louisiana","Female"
27738,31,59493.94,0.51,16.66,"No","Connecticut","Female"
27739,21,40648.51,0.69,14.67,"No","Vermont","Female"
27740,80,44158.7,0.33,6.46,"No","Arizona","Other"
27741,64,34652.24,0.8,4.56,"No","Vermont","Female"
27742,32,54770.16,0.67,12.67,"No","West Virginia","Female"
27743,75,50610.9,0.68,16.76,"No","Illinois","Other"
27744,38,49288.69,0.19,2.06,"No","Indiana","Male"
27745,24,68545.91,0.41,6.06,"No","Maryland","Male"
27746,48,46326.75,0.96,18.69,"No","Oregon","Other"
27747,42,59751.4,0.06,5.11,"No","South Dakota","Male"
27748,25,41194.02,0.85,0.84,"No","Nevada","Female"
27749,68,63594.97,0.34,10.49,"No","Nevada","Male"
27750,28,45131.1,0,0.47,"No","Wisconsin","Female"
27751,30,48568.38,0.81,19.42,"No","North Carolina","Male"
27752,84,38405.99,0.12,10.31,"No","Tennessee","Male"
27753,71,43698.55,0.52,4.48,"No","Ohio","Female"
27754,22,60360.86,0.21,1.49,"No","Kentucky","Female"
27755,71,63991.72,0.88,14.23,"No","Maryland","Other"
27756,19,33619.35,0.43,8.71,"No","Maine","Female"
27757,88,76620.68,0.81,17.47,"No","Alaska","Other"
27758,48,43313.57,0.47,18.83,"No","Kansas","Other"
27759,80,68733.47,0.83,4.48,"No","Colorado","Other"
27760,76,44309.15,0.02,16.38,"No","Michigan","Other"
27761,26,55530.61,0.78,1.67,"No","North Carolina","Female"
27762,57,61953.32,0.07,3.8,"No","Wisconsin","Female"
27763,56,41849.21,0.8,9.07,"No","Wyoming","Female"
27764,20,77018.33,0.39,9.9,"No","Wyoming","Male"
27765,59,38370.66,0.94,11.2,"No","Massachusetts","Female"
27766,19,49367.9,0.86,14.93,"No","Alaska","Other"
27767,24,47288.52,0.75,11.11,"No","New Mexico","Female"
27768,75,52905.4,0.63,14.16,"No","New Hampshire","Other"
27769,89,81845.73,0.15,17.78,"No","Kentucky","Female"
27770,87,47862.03,0.74,7.79,"No","Georgia","Female"
27771,21,58066.11,0.39,11,"No","Florida","Male"
27772,34,55537.1,0.63,0.07,"No","Delaware","Male"
27773,49,8802.92,0.99,3.52,"No","Mississippi","Other"
27774,56,52576.81,0.58,7.57,"No","Kansas","Male"
27775,59,40624.48,0.9,6.92,"No","Nebraska","Other"
27776,45,15111.54,0.84,10.55,"No","Mississippi","Female"
27777,38,63365.49,0.08,15.68,"No","West Virginia","Other"
27778,52,49353.81,0.83,4.91,"No","Oregon","Male"
27779,61,61819.49,0.01,13.23,"No","Vermont","Other"
27780,61,34053.1,0.96,19.91,"No","Alaska","Male"
27781,49,27399.18,0.52,12.28,"No","Indiana","Other"
27782,69,26503.35,0.83,12.26,"No","Washington","Other"
27783,57,48041.07,0.04,10.21,"No","Michigan","Other"
27784,57,68073.25,0.77,15.17,"No","Delaware","Other"
27785,77,42901.47,0.42,3.43,"No","California","Other"
27786,63,43680.81,0.55,5.2,"No","Colorado","Male"
27787,69,57522.12,0.04,16.56,"No","New Mexico","Female"
27788,22,30748.92,0.24,3.65,"No","Minnesota","Other"
27789,83,21540.79,0.78,14.7,"No","Alabama","Female"
27790,75,27957.09,0.49,15.68,"No","Wyoming","Male"
27791,57,66923.73,0.67,3.75,"No","Tennessee","Other"
27792,36,41003.69,0.39,10.78,"No","Pennsylvania","Male"
27793,22,60733.19,0.44,19.63,"No","South Dakota","Female"
27794,49,49071.13,0.44,3,"No","New Jersey","Other"
27795,78,62625.86,0.36,15.22,"No","Mississippi","Other"
27796,75,67506.11,0.06,4.03,"No","Idaho","Male"
27797,46,42700.34,0.33,15.72,"No","Rhode Island","Other"
27798,77,68251.22,0.2,18.92,"No","Mississippi","Male"
27799,36,51790.87,0.53,15.25,"No","Pennsylvania","Other"
27800,29,74802.65,0.29,5.41,"No","New York","Female"
27801,54,63508.25,0.38,14.82,"No","New Jersey","Female"
27802,47,68526.44,0.5,4.67,"No","Florida","Male"
27803,37,45823.09,0.7,4.03,"No","Iowa","Other"
27804,29,43476.42,0.16,16.36,"No","Connecticut","Female"
27805,80,61523.21,0.5,6.34,"No","Alabama","Male"
27806,37,49308.94,0.28,6.56,"No","Arkansas","Male"
27807,28,44512.02,0.2,17.47,"No","Indiana","Female"
27808,85,87994.11,0.38,2.55,"No","Georgia","Other"
27809,83,55737.12,0.18,10.69,"No","Massachusetts","Female"
27810,31,58739.68,0.09,16.6,"No","New York","Female"
27811,44,43712.79,0.54,10.01,"No","South Carolina","Other"
27812,43,75939.71,0.5,9.19,"No","Wisconsin","Male"
27813,87,38087.02,0.62,9.31,"No","Maine","Other"
27814,70,48216.25,0.35,19.89,"No","Louisiana","Female"
27815,68,70589.6,0.58,6.08,"No","Ohio","Other"
27816,42,31831.12,0.21,3.85,"No","Wyoming","Other"
27817,67,71815.75,0.69,19.63,"No","North Carolina","Male"
27818,54,54329.18,0.61,14.32,"No","Nebraska","Female"
27819,83,45882.44,0.57,16.45,"No","Alabama","Other"
27820,59,55592.11,0.71,6.27,"No","Ohio","Female"
27821,50,43619.1,0.79,14.66,"No","Louisiana","Other"
27822,88,57228.51,0.91,1.92,"No","Maryland","Male"
27823,32,51768.98,0.3,2.34,"No","Indiana","Male"
27824,64,46519.99,0.53,18.32,"No","Wisconsin","Other"
27825,37,78304.31,0.94,15.02,"No","Pennsylvania","Male"
27826,36,45365.4,0.22,1.6,"No","Maryland","Other"
